word_id	en_hw	page	seq_on_page	enwk_part_of_speech	tt_param1	seq_in_param1	keep
DIB3413444	because of	because of	1	Preposition	on account of, by reason of, for the purpose of	1	y
DIB3413523	mobile phone	mobile phone	1	Noun	cellular telephone	1	y
DIB3414616	composer	composer	2	Noun	one who composes music	1	y
DIB3415742	invite	invite	1	Verb	ask for the presence or participation of someone	1	y
DIB3422168	tent	tent	1	Noun	portable lodge	1	y
DIB3425392	flower	flower	1	Noun	reproductive structure in angiosperms	1	y
DIB3425392	flower	flower	2	Noun	plant that bears flowers, especially a plant that is small and lacks wood	1	y
DIB3431139	calm	calm	1	Adjective	free from anger and anxiety	1	y
DIB3433140	insurance	insurance	1	Noun	indemnity	1	y
DIB3440341	digital camera	digital camera	1	Noun	electronic camera	1	y
DIB3441180	sandal	sandal	1	Noun	type of footwear	1	plural
DIB3443062	harm	harm	4	Verb	cause damage	1	y
DIB3459113	weapon	weapon	1	Noun	instrument of attack or defense in combat	1	y
DIB3461386	can you help me	can you help me	1	Phrase	can you help me?	1	y
DIB3463075	side	side	3	Noun	left or right half	1	y
DIB3465190	that	that	1	Conjunction	connecting a noun clause	1	y
DIB3470567	Luxembourg	Luxembourg	1	Proper noun	id=Q32	1	y
DIB3470819	August	August	1	Proper noun	eighth month of the Gregorian calendar	1	y
DIB3474187	podiatrist	podiatrist	1	Noun	specialist in foot care	1	y
DIB3475453	soup	soup	1	Noun	dish	1	y
DIB3477580	racquetball	racquetball	1	Noun	sport similar to squash	1	yp
DIB3481044	businessman	businessman	1	Noun	a man in business, one who works at a commercial institution	1	y
DIB3483031	informed	informed	1	Adjective	instructed; having knowledge of a fact or area of education	1	y
DIB3483100	mouse	mouse	1	Noun	rodent of the genus ''Mus''	1	y
DIB3484004	enormously	enormously	1	Adverb	to an enormous degree	1	y
DIB3487983	sing	sing	1	Verb	to produce harmonious sounds with one’s voice	1	y
DIB3498250	correct	correct	1	Adjective	free from error	1	y
DIB3506042	love	love/translations	8	Verb	have a strong affection for	1	y
DIB3506576	skinny	skinny	1	Adjective	thin	1	y
DIB3509045	horny	horny	3	Adjective	sexually aroused	1	y
DIB3518491	unhappy	unhappy	1	Adjective	not happy; sad	1	yp
DIB3525603	religious	religious	1	Adjective	concerning religion	1	y
DIB3527482	head	head/translations	1	Noun	part of the body	1	y
DIB3530754	take off	take off	1	Verb	to remove	1	yp
DIB3534592	national holiday	national holiday	1	Noun	statutory holiday enacted by a country to commemorate the country itself	1	y
DIB3539006	keep quiet	keep quiet	1	Verb	remain silent	1	y
DIB3547116	groggy	groggy	1	Adjective	Slowed or weakened, as by drink, sleepiness, etc.	1	y
DIB3548349	permanently	permanently	1	Adverb	in a permanent manner	1	y
DIB3549657	resourceful	resourceful	1	Adjective	capable or clever; able to put available resources to efficient or ingenious use	1	y
DIB3551647	just	just	8	Adverb	recently, moments ago	1	y
DIB3556024	save	save	7	Verb	to conserve or prevent the wasting of	1	y
DIB3558332	Africa	Africa	1	Proper noun	id=Q15	1	y
DIB3567601	side dish	side dish	1	Noun	serving of food meant as an accompanying dish	1	y
DIB3567616	sandwich	sandwich	1	Noun	dish	1	y
DIB3573319	calm	calm	6	Noun	the state with absence of noise and disturbance	1	y
DIB3575783	basket	basket	1	Noun	container	1	y
DIB3578366	forge	forge	4	Verb	to create a forgery of	1	y
DIB3582547	be	be/translations	6	Verb	used to declare the subject and object identical or equivalent	1	y
DIB3583268	disrespectful	disrespectful	1	Adjective	lacking respect	1	y
DIB3588474	chat	chat	1	Verb	be engaged in informal conversation	1	y
DIB3589667	preparation	preparation	1	Noun	act of preparing	1	y
DIB3616891	additional	additional	1	Adjective	Supplemental or added to	1	y
DIB3618386	girl	girl	1	Noun	young female person	1	y
DIB3619439	bottle	bottle	1	Noun	container	1	y
DIB3622550	tasteless	tasteless	2	Adjective	lacking refinement	1	y
DIB3631234	change	change	2	Verb	to make something into something else	1	y
DIB3635904	rain	rain	1	Noun	condensed water from a cloud	1	y
DIB3645568	ground beef	ground beef	1	Noun	finely chopped beef	1	y
DIB3668726	later	later	1	Adverb	more late	1	y
DIB3675487	disappoint	disappoint	1	Verb	to displease by underperforming etc	1	y
DIB3677741	T-shirt	T-shirt	1	Noun	type of shirt	1	y
DIB3683311	rarely	rarely	1	Adverb	not occurring at a regular interval	1	y
DIB3684300	your	your	1	Determiner	belonging to you (singular; one owner)	1	y
DIB3684300	your	your	2	Determiner	belonging to you (plural; more owners)	1	y
DIB3686341	by heart	by heart	1	Prepositional phrase		1	y
DIB3686638	know	know	2	Verb	be acquainted or familiar with	1	y
DIB3695085	Mexico	Mexico	1	Proper noun	id=Q96	1	y
DIB3697828	fortunately	fortunately	2	Adverb	it is fortunate that	1	y
DIB3704038	date	date	3	Noun	point of time at which a transaction or event takes place	1	y
DIB3705533	athletic	athletic	1	Adjective	having to do with athletes	1	y
DIB3710703	normal	normal	2	Adjective	usual, ordinary	1	y
DIB3723161	reliable	reliable	1	Adjective	fit to be relied on	1	y
DIB3725474	northern	northern	1	Adjective	facing, situated in or related to the north	1	y
DIB3729408	custom	custom	3	Noun	long-established practice	1	y
DIB3731320	weight room	weight room	1	Noun	room containing exercise equipment for weight training	1	y
DIB3732863	its	its	1	Determiner	belonging to it	1	y
DIB3732863	its	its	2	Pronoun	that which belongs to it	1	y
DIB3735997	how long	how long	2	Adverb	how long (length of time)	1	y
DIB3739115	ear	ear/translations	1	Noun	organ of hearing	1	y
DIB3741997	eleven	eleven	1	Numeral	the cardinal number occurring after ten and before twelve	1	y
DIB3742800	influenza	influenza	1	Noun	an acute contagious disease of the upper airways and lungs	1	y
DIB3747570	Ash Wednesday	Ash Wednesday	1	Noun	the Christian day of penitence 46 days before Easter	1	y
DIB3748583	full	full	1	Adjective	containing the maximum possible amount	1	y
DIB3754751	empire	empire	1	Noun	political unit, having numerous or extensive territories	1	y
DIB3756382	contagious	contagious	1	Adjective	of a disease, easily transmitted to others	1	y
DIB3764768	breakfast	breakfast	2	Verb	to eat the morning meal	1	y
DIB3769048	behind	behind	6	Adverb	at the back part; in the rear	1	y
DIB3780116	call	call	5	Verb	to name or refer to	1	y
DIB3797469	brown	brown	8	Adjective	having a brown color/colour	1	y
DIB3800924	harmony	harmony	1	Noun	agreement or accord	1	y
DIB3802226	occupation	occupation	3	Noun	control of a country or region by a hostile army	1	y
DIB3805869	pharmacy	pharmacy	1	Noun	a place where prescription drugs are dispensed	1	y
DIB3817084	thanks	thanks	1	Interjection	used to express appreciation or gratitude	1	y
DIB3818344	phonecard	phonecard	1	Noun	a chargecard used to pay for telephone calls	1	y
DIB3824363	soda pop	soda pop	1	Noun	sweetened, carbonated beverage	1	y
DIB3826417	toilet	toilet	1	Noun	room used for urination and defecation	1	y
DIB3831047	meat	meat	1	Noun	animal flesh used as food	1	y
DIB3832173	you	you/translations	2	Pronoun	object pronoun: the person being addressed	1	y
DIB3837534	undress	undress	1	Verb	(''intransitive'') remove one's clothing	1	y
DIB3841434	themselves	themselves	1	Pronoun	the reflexive case of they, the third-person plural personal pronoun	1	yp
DIB3842690	tomorrow's	tomorrow's	1	Adjective		1	y
DIB3847175	argument	argument	2	Noun	verbal dispute; a quarrel	1	y
DIB3857394	cuddle	cuddle	2	Verb	intransitive: embrace, lie together snugly	1	y
DIB3858205	son	son/translations	1	Noun	a male person in relation to his parents	1	y
DIB3861494	how many	how many	1	Determiner	what number	1	y
DIB3861494	how many	how many	3	Pronoun	what number	2	y
DIB3862768	earn	earn	2	Verb	transitive: receive (money) for working	1	y
DIB3871340	come from	come from	1	Verb	have as one's birthplace or nationality	1	y
DIB3873246	brag	brag	2	Verb	to boast	1	y
DIB3873379	wardrobe	wardrobe	1	Noun	movable furniture for storing clothes	1	y
DIB3874319	tradition	tradition	1	Noun	a part of culture that is passed from person to person or generation to generation	1	y
DIB3875211	Netherlands	Netherlands	1	Proper noun	id=Q55	1	y
DIB3881716	parent	parent	1	Noun	person from whom one is descended	1	plural
DIB3886587	dietary fibre	dietary fibre	1	Noun	substances undigested when eaten by humans, and which therefore help the passage of food and waste through the alimentary tract	1	y
DIB3887842	unbelievably	unbelievably	2	Adverb	to an extent not to be believed	1	y
DIB3893438	stop	stop	1	Verb	to cease moving	1	y
DIB3895197	but	but	1	Conjunction	although	1	y
DIB3895302	printer	printer	3	Noun	computing: device used to print text or images	1	y
DIB3897429	prepare	prepare	2	Verb	to make ready for eating or drinking	1	y
DIB3897996	menu	menu	2	Noun	list of dishes offered in a restaurant	1	y
DIB3904364	admit	admit	3	Verb	concede as true	1	y
DIB3909005	appall	appall	1	Verb	to depress or discourage with fear; to impress with fear	1	y
DIB3916182	palpitation	palpitation	1	Noun	abnormal beating of the heart	1	y
DIB3923214	precise	precise	1	Adjective	exact	1	y
DIB3923600	under	under	1	Preposition	at a lower level than	1	y
DIB3932572	dig	dig	1	Verb	to move hard-packed earth out of the way	1	y
DIB3936571	while	while	2	Conjunction	during the same time that	1	y
DIB3944606	found	found	1	Verb	to start an organization	1	yp
DIB3960286	stepfather	stepfather	1	Noun	husband of one's biological mother, other than one's biological father	1	y
DIB3961059	twelve	twelve	1	Numeral	cardinal number 12	1	y
DIB3984069	bathe	bathe	1	Verb	to clean oneself with water	1	y
DIB3990957	spend	spend	1	Verb	to pay out	1	y
DIB3994611	it's raining	it's raining	1	Phrase	it's raining	1	y
DIB3997842	description	description	1	Noun	account in words	1	y
DIB4004057	very	very	1	Adverb	to a high degree	1	y
DIB4006000	such	such	1	Determiner	used to make a comparison with something implied by context	1	y
DIB4018111	campground	campground	1	Noun	area for tents	1	y
DIB4019570	France	France	1	Proper noun	id=Q142	1	y
DIB4020000	era	era	1	Noun	time period	1	y
DIB4035121	concentrate	concentrate	4	Verb	focus one's thought or attention	1	y
DIB4035888	seventeen	seventeen	1	Numeral	cardinal number	1	y
DIB4038177	understand	understand	1	Verb	to grasp the meaning of	1	y
DIB4043606	have	have	1	Verb	to possess	1	y
DIB4056767	musician	musician	1	Noun	person who performs or writes music	1	y
DIB4060709	café	café	1	Noun	coffee shop	1	y
DIB4064247	at night	at night	1	Prepositional phrase	during the night	1	y
DIB4067073	engagement	engagement	4	Noun	period of time when marriage is planned or promised	1	y
DIB4069074	email	email	3	Noun	message sent through email	1	y
DIB4070566	her	her/translations	2	Pronoun	she	1	yp
DIB4071085	waste	waste	21	Verb	to squander	1	y
DIB4074296	mother	mother/translations	1	Noun	female (human) who gives birth to or parents a child	1	y
DIB4079070	post office	post office	1	Noun	place	1	y
DIB4091261	lock	lock	1	Noun	something used for fastening	1	y
DIB4091262	hamburger	hamburger	1	Noun	sandwich	1	y
DIB4092210	grape	grape	1	Noun	fruit	1	y
DIB4102819	Pacific Ocean	Pacific Ocean	1	Proper noun	the world's largest body of water	1	y
DIB4106069	DVD	DVD	1	Noun	digital video disc	1	y
DIB4107725	long for	long for	2	Verb	to miss	1	y
DIB4108110	postbellum	postbellum	1	Adjective	of the period following a war	1	y
DIB4110318	paint	paint	3	Verb	to apply paint to	1	y
DIB4111588	loving	loving	1	Adjective	expressing a large amount of love	1	y
DIB4117510	future	future	5	Adjective	having to do with or occurring in the future	1	y
DIB4123626	crochet	crochet	3	Verb	to make needlework using a hooked needle	1	y
DIB4124880	canteen	canteen	1	Noun	small cafeteria or snack bar	1	y
DIB4153590	yogurt	yogurt	1	Noun	a milk-based product thickened by a bacterium-aided curdling process	1	y
DIB4156776	remain	remain	4	Verb	to stay behind while others withdraw	1	y
DIB4159837	pilot	pilot	1	Noun	controller of aircraft	1	y
DIB4163639	hurry up	hurry up	1	Verb	go faster	1	y
DIB4166223	send	send	1	Verb	make something go somewhere	1	y
DIB4172478	assemble	assemble	2	Verb	transitive: to gather as a group	1	y
DIB4173293	decay	decay	3	Verb	to deteriorate	1	y
DIB4177078	pleasant	pleasant	1	Adjective	giving pleasure; pleasing in manner	1	y
DIB4182093	express	express	6	Verb	to convey meaning	1	y
DIB4183952	recommend	recommend	1	Verb	to commend to the favorable notice of another	1	y
DIB4186309	party	party	5	Noun	social gathering	1	y
DIB4187914	noisy	noisy	1	Adjective	making a noise	1	y
DIB4191446	cartoon	cartoon	4	Noun	animated cartoon	1	y
DIB4194350	event	event	1	Noun	occurrence	1	y
DIB4196510	original	original	2	Adjective	first in a series	1	y
DIB4200891	medicine	medicine/translations	1	Noun	substance which promotes healing	1	y
DIB4202837	because	because	1	Conjunction	by or for the cause that; on this account that; for the reason that	1	y
DIB4208200	artist	artist	1	Noun	person who creates art	1	y
DIB4210618	black	black/translations	1	Adjective	absorbing all light	1	y
DIB4215797	Little Red Riding Hood	Little Red Riding Hood	2	Proper noun	the main character in this story	1	y
DIB4221170	retired	retired	3	Adjective	having left employment	1	y
DIB4224616	necktie	necktie	1	Noun	strip of cloth worn around the neck and tied in the front	1	y
DIB4237011	by	by	5	Preposition	indicates a means	1	y
DIB4238380	uninvited	uninvited	1	Derived terms	not invited	1	y
DIB4247951	round	round	13	Noun	serving	1	y
DIB4250266	evolve	evolve	4	Verb	change genetic composition	1	y
DIB4251523	rice	rice	2	Noun	seeds used as food	1	y
DIB4252042	Wiener schnitzel	Wiener schnitzel	1	Noun	veal cutlet	1	y
DIB4257458	more	more	1	Determiner	comparative of many	1	y
DIB4261539	truth	truth	2	Noun	conformity to fact or reality	1	y
DIB4264678	find oneself	find oneself	5	Verb	to discover oneself to be in a particular place	1	y
DIB4268001	borrow	borrow	1	Verb	receive temporarily	1	y
DIB4271563	sunburn	sunburn	1	Noun	burn on skin	1	y
DIB4275775	hope	hope	1	Verb	to want something to happen, with expectation that it might	1	y
DIB4277317	confidence	confidence	3	Noun	quality of trusting	1	y
DIB4283756	classroom	classroom	1	Noun	room in a school	1	y
DIB4284865	moreover	moreover	1	Adverb	in addition to what has been said	1	y
DIB4286688	danger	danger	1	Noun	exposure to likely harm	1	y
DIB4293555	each other	each other	1	Pronoun	to one another; one to the other	1	y
DIB4294127	surrender	surrender	2	Verb	intransitive or reflexive: to give oneself up into the power of another	1	y
DIB4295216	encourage	encourage	1	Verb	mentally support or motivate	1	y
DIB4302004	childish	childish	1	Adjective	behaving immaturely	1	y
DIB4306760	get rid of	get rid of	1	Verb	to rid (oneself) of	1	y
DIB4309439	back then	back then	1	Prepositional phrase	at that time	1	y
DIB4319029	him	him	3	Pronoun	accusative / direct object	1	y
DIB4324682	divorce	divorce	4	Verb	end one's own marriage	1	y
DIB4324749	an	an/translations	1	Article	indefinite article	1	y
DIB4329322	err	err	1	Verb	make a mistake	1	y
DIB4333852	door	door	1	Noun	portal of entry into a building, room or vehicle	1	y
DIB4335287	eventually	eventually	1	Adverb	in the end	1	y
DIB4348961	track and field	track and field	1	Noun	group of athletic sports	1	yp
DIB4358342	map	map	1	Noun	visual representation of an area	1	y
DIB4361491	January	January	1	Proper noun	first month of the Gregorian calendar	1	y
DIB4364132	buddy	buddy	1	Pronoun	friend or casual acquaintance	1	y
DIB4368994	sky	sky/translations	1	Noun	atmosphere above a given point, especially as visible from the surface of the Earth as the place where the sun, moon, stars, and clouds are seen	1	y
DIB4378371	clean	clean	1	Adjective	not dirty	1	y
DIB4404543	millennium	millennium	1	Noun	thousand-year period	1	y
DIB4410732	clarinet	clarinet	1	Noun	woodwind musical instrument	1	y
DIB4414282	television	television	2	Noun	device for receiving television signals	1	y
DIB4422957	regional	regional	1	Adjective	pertaining to a specific region	1	y
DIB4425947	cloud	cloud/translations	1	Noun	visible mass of water droplets suspended in the air	1	y
DIB4428179	simple	simple	1	Adjective	uncomplicated	1	y
DIB4429479	throw away	throw away	1	Verb	discard or dispose of	1	y
DIB4430947	win	win	4	Verb	intransitive: achieve by winning	1	y
DIB4436574	take	take/translations	13	Verb	to grab and move to oneself	1	y
DIB4439192	quick	quick	1	Adjective	moving with speed	1	y
DIB4442603	ripe	ripe	1	Adjective	ready for reaping or gathering, of fruits and seeds	1	y
DIB4443642	fall	fall	1	Verb	move to a lower position under the effect of gravity	1	y
DIB4446931	Passover	Passover	1	Proper noun	one-day Biblical feast or festival during which the firstborn sons of the Israelites were passed over by God while those of the Egyptians were killed; Jewish festival of Pesach	1	y
DIB4450151	program	program	5	Noun	software application	1	y
DIB4454836	free	free	12	Verb	to make free, set at liberty	1	y
DIB4458334	since	since	2	Preposition	from (time)	1	y
DIB4466240	who	who	2	Pronoun	who (relative pronoun)	1	y
DIB4476438	activity	activity	2	Noun	something done as an action or a movement	1	y
DIB4477170	gladly	gladly	2	Adverb	willingly, certainly	1	y
DIB4484284	use	use	4	Verb	employ, apply	1	y
DIB4501433	fish	fish/translations	1	Noun	vertebrate animal	1	y
DIB4501615	where	where	5	Adverb	to which place or situation	1	y
DIB4503124	graduate	graduate	5	Verb	to be recognized by a university as having completed the requirements of a degree	1	y
DIB4504456	speak	speak	1	Verb	to communicate with one's voice using words	1	y
DIB4505131	open-minded	open-minded	1	Adjective	willing to consider new ideas	1	y
DIB4510458	sociology	sociology	1	Noun	study of society, human social interactions, etc.	1	y
DIB4514944	crawl	crawl	2	Verb	to move slowly	1	y
DIB4533363	gymnasium	gymnasium	1	Noun	place for indoor sports	1	y
DIB4533914	fat	fat	4	Noun	specialized animal tissue	1	y
DIB4534737	allow	allow	2	Verb	to give permission	1	y
DIB4540518	turn off	turn off	1	Verb	switch off appliance or light	1	y
DIB4541884	shave	shave	2	Verb	to remove hair from one's face	1	y
DIB4544892	full	full	4	Adjective	satisfied, in relation to eating	1	y
DIB4546200	war	war	1	Noun	conflict involving organized use of arms	1	y
DIB4548761	nephew	nephew	1	Noun	fraternal or sororal nephew	1	y
DIB4550386	fall in love	fall in love	1	Verb	to come to have feelings of love	1	y
DIB4560356	chase	chase	3	Verb	to pursue, to follow at speed	1	y
DIB4563672	German	German	1	Noun	native or inhabitant of Germany; person of German citizenship or nationality	1	y
DIB4563672	German	German	2	Noun	member of the Germanic ethnic group which is the most populous ethnic group in Germany	1	y
DIB4578831	offer	offer	6	Verb	place at disposal	1	y
DIB4581995	drink	drink	1	Verb	consume liquid through the mouth	1	y
DIB4583917	homeopath	homeopath	1	Noun	a person who practices homeopathy	1	y
DIB4589202	accept	accept	5	Verb	to agree to	1	y
DIB4592911	candle	candle	1	Noun	a light source	1	y
DIB4594326	straight ahead	straight ahead	1	Adverb	directly ahead, without deviation	1	y
DIB4595844	force	force	14	Verb	to compel someone to do something	1	y
DIB4596274	Belgium	Belgium	1	Proper noun	id=Q31	1	y
DIB4596494	yesterday's	yesterday's	1	Adjective		1	y
DIB4601218	bowl	bowl	11	Verb	roll or throw (a ball)	1	y
DIB4604604	get back	get back	2	Verb	to retrieve, to have an item returned	1	y
DIB4604744	which	which	4	Pronoun	(''relative'') who, whom, what	1	y
DIB4607003	admit	admit	3	Verb	concede as true	1	y
DIB4607969	source	source	1	Noun	the person, place or thing from which something (information, goods, etc.) comes or is acquired	1	y
DIB4609336	roast	roast	1	Verb	to cook food by heating in an oven or fire	1	y
DIB4614731	return	return	6	Verb	to give something back to its original holder or owner	1	y
DIB4616709	Ukraine	Ukraine	1	Proper noun	id=Q212	1	y
DIB4619487	Asia	Asia	1	Proper noun	the continent of Asia	1	y
DIB4638664	good-looking	good-looking	1	Adjective	attractive	1	y
DIB4639776	popcorn	popcorn	1	Noun	a snack food made from corn kernels popped by dry heating	1	y
DIB4642166	swim	swim	1	Verb	move through water	1	y
DIB4642166	swim	swim	2	Noun	act or instance of swimming	1	y
DIB4643518	go	go/translations	1	Verb	to move through space (especially from one place to another)	1	y
DIB4648513	Pilates	Pilates	1	Noun	physical fitness system	1	yp
DIB4657528	stamp	stamp	10	Verb	to apply postage stamps to	1	yp
DIB4658787	state	state	1	Noun	a/the State, the sovereign country or city state with a central government acting as its head and operator; national affairs as opposed to local ones.	1	y
DIB4659216	stadium	stadium	1	Noun	venue where sporting events are held	1	y
DIB4665776	yourself	yourself	1	Pronoun	(reflexive) your own self	1	yp
DIB4668389	organize	organize	1	Verb	to arrange in working order	1	y
DIB4671252	graduation	graduation	1	Noun	the action or process of graduating	1	y
DIB4675714	sign	sign	14	Verb	to make (a document) official by writing one's signature	1	y
DIB4675714	sign	sign	15	Verb	to write one's signature on a document	1	y
DIB4677659	headache	headache	1	Noun	pain or ache in the head	1	y
DIB4677949	circle	circle	1	Noun	geometry: set of points that are equally distant from a center	1	y
DIB4684504	quiz	quiz	1	Noun	competition in the answering of questions	1	y
DIB4693223	office	office	3	Noun	room(s) or building used for non-manual work	1	y
DIB4698795	retire	retire	1	Verb	to stop working on permanent basis	1	y
DIB4702330	interview	interview	1	Noun	conversation with journalist etc.	1	y
DIB4710900	drive	drive	1	Verb	to operate (a wheeled motorized vehicle)	1	y
DIB4718143	customs	customs	1	Noun	the duties or taxes imposed on imported or exported goods	1	y
DIB4723519	away	away	7	Adjective	not here; gone	1	yp
DIB4737006	entrepreneur	entrepreneur	1	Noun	person who organizes and operates a business and assumes the associated risk	1	y
DIB4738625	glue	glue	1	Noun	sticky adhesive substance	1	y
DIB4739003	sister	sister/translations	1	Noun	woman or girl having the same parents	1	y
DIB4746307	face	face/translations	1	Noun	anatomy: front part of head	1	y
DIB4757405	ruin	ruin	6	Verb	to spoil	1	y
DIB4763262	power	power	1	Noun	ability to affect or influence	1	y
DIB4763262	power	power	2	Noun	control, particularly legal or political	1	y
DIB4764417	make up	make up	2	Verb	to compensate, to fill in, to catch up	1	y
DIB4770677	pronounce	pronounce	4	Verb	to sound out (a word or phrase); to articulate	1	y
DIB4775484	wrist	wrist	1	Noun	joint where the hand is attached to the arm	1	y
DIB4777732	concert	concert	6	Noun	a musical entertainment in which several voices or instruments take part	1	y
DIB4789152	kiss	kiss	1	Verb	to touch with the lips	1	y
DIB4789185	vase	vase	1	Noun	container used mainly for displaying flowers	1	y
DIB4794762	some	some	5	Determiner	unspecified quantity or number of	1	y
DIB4801881	signature	signature	1	Noun	person’s autograph name	1	y
DIB4804904	godmother	godmother	1	Noun	woman present at the christening of a baby who promises to help raise the child in a Christian manner	1	y
DIB4806564	emigrate	emigrate	1	Verb	to leave one's country in order to reside elsewhere	1	y
DIB4810638	snow	snow	12	Verb	have snow fall from the atmosphere	1	y
DIB4813969	draw	draw	9	Verb	to close curtains etc.	1	y
DIB4830525	there	there	2	Adverb	to or into that place; thither	1	y
DIB4834178	cute	cute	1	Adjective	having features mainly attributed to infants and small or cuddly animals	1	y
DIB4838502	rollerblade	rollerblade	1	Noun	type of roller skate	1	plural
DIB4841522	All Saints' Day	All Saints' Day	1	Proper noun	feast day	1	y
DIB4846677	go out	go out	2	Verb	to leave one's abode to go to public places	1	y
DIB4846950	pass out	pass out	1	Verb	to faint	1	y
DIB4850495	ankle	ankle	1	Noun	joint between foot and leg	1	y
DIB4855099	clear up	clear up	1	Verb	clarify, correct a misconception	1	y
DIB4860767	five	five	1	Numeral	cardinal number	1	y
DIB4863732	scissors	scissors	1	Noun	tool used for cutting	1	y
DIB4870548	move	move	1	Verb	(intransitive) to change place or posture; to go	1	y
DIB4870972	dentist	dentist	1	Noun	specialized tooth doctor	1	y
DIB4879254	common	common	2	Adjective	usual	1	y
DIB4887348	replace	replace	3	Verb	to supply or substitute an equivalent for	1	y
DIB4893085	pen	pen	3	Noun	writing tool	1	y
DIB4893483	experience	experience	5	Verb	to observe or undergo	1	y
DIB4911094	jog	jog	4	Verb	to move in an energetic trot	1	y
DIB4912319	carrot	carrot	1	Noun	''Daucus carota'' ssp. ''sativus''	1	y
DIB4912559	hold	hold	1	Verb	to grasp	1	y
DIB4919642	rude	rude	1	Adjective	bad-mannered	1	y
DIB4920331	powerful	powerful	1	Adjective	having or capable of exerting power, potency or influence	1	y
DIB4929251	whose	whose	3	Determiner	of which (relative)	1	y
DIB4933780	dresser	dresser	2	Noun	bedroom furniture	1	y
DIB4935063	woman	woman/translations	1	Noun	adult female person	1	y
DIB4937805	sausage	sausage	1	Noun	a food made of minced meat packed into a tubular casing	1	y
DIB4938267	train	train	2	Noun	line of connected cars or carriages	1	y
DIB4938432	imagine	imagine	1	Verb	(transitive) to form a mental image of something	1	y
DIB4947018	eyewitness	eyewitness	1	Noun	person who has seen and can testify about an event	1	y
DIB4948269	capital city	capital city	1	Noun	city designated as seat of government	1	y
DIB4950946	it	it	2	Pronoun	object	1	yp
DIB4957190	skirt suit	skirt suit	1	Noun		1	y
DIB4958490	hand	hand/translations	1	Noun	part of the fore limb	1	y
DIB4958672	happen	happen	1	Verb	to occur	1	y
DIB4961806	laugh at	laugh at	1	Verb	to scorn or tease	1	y
DIB4963584	disgusting	disgusting	1	Adjective	repulsive, distasteful	1	y
DIB4964102	card	card	2	Noun	flat, normally rectangular piece of stiff paper, plastic etc.	1	y
DIB4969841	tomorrow	tomorrow	1	Adverb	on the day after the present day	1	y
DIB4970850	class	class	5	Noun	group of students in a regularly scheduled meeting with a teacher	1	y
DIB4973660	many	many	1	Determiner	an indefinite large number of	1	y
DIB4979717	commit suicide	commit suicide	1	Verb	to kill oneself intentionally	1	y
DIB4979835	music	music	1	Noun	sound, organized in time in a melodious way	1	y
DIB4981419	her	her/translations	2	Pronoun	she	1	yp
DIB4986259	injury	injury	1	Noun	damage or violation	1	y
DIB4988916	ready	ready	1	Adjective	prepared for immediate action or use	1	y
DIB4992336	reunification	reunification	1	Noun	the unification of something that was previously divided; used especially of a country	1	y
DIB4995480	try out	try out	1	Verb	to test something	1	y
DIB5005380	bakery	bakery	1	Noun	a shop in which bread and such is baked and sold	1	y
DIB5019346	alarm clock	alarm clock	1	Noun	type of clock	1	y
DIB5026450	computer science	computer science	1	Noun	study of computers and their architecture	1	y
DIB5032702	dry	dry	1	Adjective	free from liquid or moisture	1	y
DIB5037870	patient	patient	3	Noun	someone who receives treatment from a doctor	1	y
DIB5039523	below	below	6	Adverb	in a lower place	1	y
DIB5048935	dirty	dirty	1	Adjective	covered with or containing dirt	1	y
DIB5053043	unemployment	unemployment	1	Noun	joblessness	1	y
DIB5067381	may	may	1	Verb	have permission to	1	y
DIB5070176	take notes	take notes	1	Verb	make a record of what one hears or observes	1	y
DIB5078138	succeed	succeed	1	Verb	To follow in order; to come next after; hence, to take the place of	1	y
DIB5080588	past	past	9	Preposition	beyond in time	1	y
DIB5082444	react	react	4	Verb	to act upon each other (in chemistry)	1	y
DIB5083039	garage	garage	1	Noun	building or section of building to store a car, tools etc.	1	y
DIB5091745	fog	fog	1	Noun	cloud that forms at a low altitude and obscures vision	1	y
DIB5096045	internship	internship	1	Noun	job taken by a student	1	y
DIB5096838	vacation	vacation	2	Noun	period of leisure time	1	y
DIB5100230	hand over	hand over	1	Verb	to relinquish control or possession	1	y
DIB5106569	intervene	intervene	5	Verb	to come between, or to be between, persons or things	1	y
DIB5114737	grandmother	grandmother	1	Noun	mother of someone's parent	1	y
DIB5126222	evening	evening	2	Noun	time of day between the approximate time of midwinter dusk and midnight	1	y
DIB5126374	famous	famous	1	Adjective	well known	1	yp
DIB5126374	famous	famous	2	Adjective	in the public eye	1	yp
DIB5137685	PIN	PIN	1	Noun	personal identification number	1	y
DIB5141427	mister	mister	1	Noun	title of adult male	1	y
DIB5151027	deep	deep	1	Adjective	having its bottom far down	1	y
DIB5155192	gym	gym	1	Noun	sporting facility specialized for lifting weights and exercise	1	y
DIB5157341	quiet	quiet	1	Adjective	with little sound	1	y
DIB5164982	without	without	1	Preposition	not having	1	y
DIB5168238	put on weight	put on weight	1	Verb	to become heavier	1	y
DIB5170211	culture	culture	1	Noun	arts, customs and habits	1	y
DIB5172433	low cost carrier	low cost carrier	1	Noun	an airline selling very cheap tickets	1	y
DIB5173608	runny nose	runny nose	1	Noun	condition of discharge of mucus from the nose	1	y
DIB5173886	tidy	tidy	3	Verb	to make tidy	1	y
DIB5191627	flute	flute	1	Noun	woodwind instrument	1	y
